tweet	label
#IndiaFightsCorona Centre exhorts the States to proactively curb the Chain of Transmission and bring Mortality below 1%. https://t.co/Qtc4fO5DRy @PMOIndia @drharshvardhan @AshwiniKChoubey @PIB_India @mygovindia @CovidIndiaSeva @COVIDNewsByMIB @DDNewslive @airnewsalerts	real
Prescription issued by Dr Raj Kamal Agarwal (Sir Ganga Ram hospital) for general public in case of any emergency, kindly save this prescription for any kind of emergency.	fake
Pigs are being burned alive in China to control the coronavirus.	fake
Practice social distancing when picking up a copy of The Guardian at your local newsstand to read the #GuardianEditorial for today, October 6, 2020.⁣⁣ ⁣ #COVID19 #Pandemic #Coronavirus #Editorial #GuardianOpEd #Opinion #Nigeria #Nigerians #Africa #Headline #News #Newspaper  https://t.co/GQw8YnOfMM	opinion
📢#CoronaVirusUpdates: ✅India's #COVID19 recovery rate improves to 76.30% as on August 26 2020 📍Steady improvement in India's COVID-19 recovery rate since #lockdown initiation on March 25 2020 #IndiaFightsCorona @ICMRDELHI Via @MoHFW_INDIA https://t.co/IAgPi9ioqZ	real
OPINION: Dr Winston Morgan, reader in toxicology and clinical biochemistry @UEL_News, discusses the outcomes of a review into why #COVID19 disproportionately affects people from marginalized racial and ethnic groups for @healthline.   #BlackLivesMatter    https://t.co/HkxbBUAjB5	opinion
Says the state “health secretary says don't go to hospitals or clinics now the tourism secretary says don't recreate.”	fake
NEWS! Avoid Coronavirus by just being patriotic, thinking optimistically and ignoring experts, instructs Boris https://t.co/RGIZhuBt4m https://t.co/VXYfhndoUO	fake
#Opinion: @globaltimesnews it is working unless why you are barking ???? @RKkwuntong @A_Sacred108 @BharatSpeaks2 @TibetPeople @majorgauravarya #COVID__19 #covid19australia #COVID19 #CCP_is_terrorist #CCPVirus @WIONews @palkisu #China #ChinaVirus @HongKongFP @robert_spalding	opinion
Based on best available data Maine has only used 2% of their ICU headroom. This suggests there is likely enough capacity to absorb a wave of new COVID infections. https://t.co/plDKAS2Zpi	real
I love #China, stay strong Wuhan. People from the United Arab Emirates send their support to China for fighting the #COVID19.  https://t.co/N5wGth4QI9	opinion
WHO changed its directives	fake
Bharat Biotech VP, Taking The First Dose Of COVID-19 Vaccine COVAXIN Developed By His Team.	fake
A photo of a man and woman embracing has been shared on Facebook and Twitter alongside a claim that it shows two Italian doctors who died from COVID-19 after contracting the disease from the patients they treated.	fake
Welcome to Alert Level 1! We stayed home played it safe &amp; flattened the curve. You’ll notice we’ve changed our name. That’s because our focus now shifts to recovery. We united against COVID-19. Now it’s time to unite for the recovery. Well done Aotearoa our #TeamOf5Million https://t.co/oqF95aDQm9	real
Opinion: Nature's apology not enough to contain #COVID19, politicians must act #CGTNFirstVoice  https://t.co/5heGNdDCkU	opinion
@Swamy39 What is Ishkaran’s opinion on #COVID19.	opinion
"Navarro: ""But you should trust MY OPINION (AND TRUMP'S) over ANY DOCTOR, because WE are MEDICAL EXPERTS!!"" #Trump #Navarro #COVID19 #COVIDIDIOTS #Coronavirus"	opinion
Models projecting COVID-19 deaths ???are talking about without mitigation.??�	fake
These new rules are an invitation for the people who couldn’t abide by the lockdown down rules to go about as normal. Second spike inevitable in my opinion. #confusing #COVIDIOTS #COVID19	opinion
Trump's Midcourse Correction https://t.co/jGqSM7LTbK #donaldtrump #coronavirus #2020presidentialelection #mailinvoting	fake
Opinion | For Older Folks, Despair, as Properly as Covid-19, Is Costing Lives #costing #covid19 #despair #lives #older #opinion #people  https://t.co/sTiL87LItM	opinion
#CoronaVirusUpdates: #COVID19 testing status update: @ICMRDELHI stated that 66279462 samples tested upto September 22 2020 953683 sample tested on September 22 2020 #StaySafe #IndiaWillWin https://t.co/6G5M8rsZ66	real
367 people have been referred for a test which we do not yet have a result for.	real
@OnTheRocksSteph @HoustonHealth @HoustonTX Hey Steph- I'd love for you to share this video + your opinion on  https://t.co/y797nRqzU5. We are curating real stories of what it's like right now during #COVID19.	opinion
There is one new case of COVID-19 to report in New Zealand today detected in a recent returnee in a managed isolation facility. There are no new community cases.	real
Coronavirus: Unemployment rate climbs as pandemic takes toll https://t.co/4ZSrP1FkbK	real
EDITORIAL: Limiting freedoms can be acceptable during times of crisis, but we need to make sure that governments don't go too far. #HamOnt #Opinion #COVID19   https://t.co/rqgcwxFf8J  https://t.co/RyGDFiDkVM	opinion
Pope Francis ran away at a public meeting due to coronavirus fear.	fake
"""93% of the (COVID-19) cases in the state of Illinois have come from Chicago."""	fake
Vaccines against pneumonia protect against novel coronavirus	fake
kalonji has 100 per cent hydroxychloroquine, and hence, is effective in treating a coronavirus infection	fake
World Bank website shows COVID-19 testing kits purchased by countries in 2017 and in 2018. I have verified that this is in fact posted on the World Banks World Integrated Trade Solution (WITS) website” or “World Bank exporting COVID-19 Testing Kits in 2018??????	fake
Claim that Indian prime minister Modi said one crore (ten million) COVID-19 infected patients have been treated for free.	fake
@cybergibbons I’m really concerned about what the privacy will be after the #COVID19 crisis. I’m genuinely interested by the opinions of other privacy advocates.	opinion
Pakistan's Dr. Usama Riaz who contracted coronavirus while treating patients had left a video message before he died.	fake
Omg. Its remarkable how ignorant and selfish 😆😆😆. Whatever. Don’t get why anybody would ever take some of his opinions seriously... 😂😂😂srydude.If it mattered I’d googya. if you not supporting America... get out of the way. #anotherWhinyTwat #COVID19Pandemic #COVID19 🗽⚖️🇺🇸	opinion
This week CDC received 15 models to forecast possible #COVID19 deaths in the US. As of May 25 the forecasts suggest the increase in total number of deaths to continue to slow but exceed 115000 by June 20. Forecasts vary by state see yours here: https://t.co/Ft6cgmaMPX. https://t.co/F62t8cFf9T	real
The latest Opinions blog explores the ethical considerations behind various strategies for easing COVID-19 restrictions.  #COVID19UK #COVID19	opinion
NEWS! Humans to be allowed out of temporary lockdown to see animals in permanent lockdown. This is best cure of COVID.	fake
#IndiaFightsCorona: A testing hub in #Lucknow for the disease has recorded the shortest average time to process samples among institutions in the country. Details : https://t.co/pCzzrDOcgM #StaySafe #IndiaWillWin https://t.co/r5EoHSBycl	real
Coronavirus case in Uttar Pradesh district India.	fake
OPINION BY IKENNA OGUGUO: ‘When they bring light’ policy — If discos are more predictable, COVID-19 is more beatable | TheCable  https://t.co/Y7xj2lpYcu  #COVID19  https://t.co/tyoNnufSNj	opinion
#WatchThis: Informed opinions on #COVID19. A group of concerned #doctors speak #alternativeassessment #pandemic    https://t.co/YMEStGbwmH	opinion
#IndiaFightsCorona: India’s total Recoveries cross 23 lakh Patients Recovered are more than three times of the Active Cases Recoveries exceed active cases by more than 16 lakh #StaySafe #IndiaWillWin https://t.co/DbFuD9Stsy	real
Our daily update is published. The US has now completed tests on at least 418810 people up 74082 from yesterday's total. Note that we can only track tests that a state reports. And not all states report all negative tests. For details see: https://t.co/PZrmH4bl5Y https://t.co/QYJPwo3soz	real
Mike Ryan director of the WHO said isolation measures worsen the pandemic.	fake
County Attorney issues legal opinion on County Judge's 'Stay at Home Order;' Answers key questions of legal authority, conflict between Governor, Mayor &amp; County Judge   https://t.co/wE3LVkIalF  #covid19  #covid19ElPaso  https://t.co/LNQRwdnVx9	opinion
When you put all the studies and expert advice together it amounts to a relatively straightforward pandemic playbook: social distancing airflow awareness masks and preventing the spread of spit (by avoiding heavy breathing sneezing singing and shouting).	real
@rachierooroo @mickycrone @SkyNews Yeah I've heard that too, but this is a case of 'life and death' . The UK Government's herd immunisation strategy feels like 'death and death'. Just my opinion, ofc, and what the hell do I know!? 🤷🏻‍♂️🙏🏻🤞🏻#covid19	opinion
If you've been following this account you know we've been tracking The California Situation. The state is completing barely 2k tests a day but has a 57k test backlog. What's going on? https://t.co/xUeVSeCIlk	real
@NewYorkStateAG There's no #Trust in our #Justice system when ppl like #LetitiaJames taint it with biased views, opinions &amp; #CORRUPTION! #USA #CNN #FoxNews #BREAKING #COVID19 #Trump #Democrats #Republicans #NewYork #NYC #America #Americans #JoeBiden #Trump @USCongressBot #BidenCheated2020 #Cuomo  https://t.co/q565gO4rRP	opinion
"A strong argument in support of biosimilars. Click here to read Dr. Louis Bessette’s opinion piece, “Healthcare Policies that Provide Quality Medicines at Lower Cost Need Our Support, Not Condemnation.""  https://t.co/47tcHXQENo  #Biosimilars #COVID19 #MediaRelations #client"	opinion
@anjan1588 @COVIDNewsByMIB @MoHFW_INDIA @PMOIndia @HMOIndia @PIBHomeAffairs @drharshvardhan @PrakashJavdekar @PIB_India @DDNewslive @airnewsalerts @ndmaindia All efforts are in progress worldwide for vaccine development which are in various stages of development . In India 3 #COVID19 vaccine trials are underway. The DCGI has permitted Serum Institute of India (SII) to conduct Phase 3 trials of the vaccine developed by the Oxford Uni	real
"""This particular pandemic is one where I don???t think nationwide, there???s been a single fatality under 25."""	fake
We’re up bright and early celebrating healthcare workers everywhere. We won’t be able to stop thanking you for being on the frontline fighting COVID. Thank you again and again and again. #heroes #stayhomeforthem	real
Daily newly reported cases appear to be on a new slightly lower plateau around ~22k cases per day. A reminder: the case reporting is *probably* lagging new infections by a week or so. https://t.co/HOwgk8InYk	real
There are lots of opinions about transitioning back into the #office in a #covid19 environment. You could do worse than look at the data.  https://t.co/s973rrUMFq	opinion
I don’t give a fuck if you’re a “progressive” or a “conservative”. If you are happy someone got infected with #covid19 because they have different opinions than yours then you are de facto a piece of shit. Case and point. Stay safe all ! 🙄🤦‍♂️ #Pandemic #Americans #lockdown #Trump	opinion
A WhatsApp forward has gone viral which claimed that a vaccine for coronavirus has been discovered. The viral forward also claims that the treatment for coronavirus is mentioned in India's Intermediate Zoology book.	fake
OPINION: Taking the fight to the virus- If Covid-19 has taught me anything, it is that the quality and commitment of our team is second to none.  https://t.co/OtxEWgHEuT @ProfPayEquality #covid19	opinion
Pre-existing #COVID19 immunity: Why some people get really sick and some people are unaffected. https://t.co/fbDsP7qxfc https://t.co/7FD7dwkW04	real
RT @PIB_India: ▪️ India sets a new record- highest single day recoveries of 57584 nearly 9 lakh tests conducted in one day ▪️ The active…	real
@adamboultonSKY @skynews #askskynews a trio of 'experts' who's advice is best ignored in the interest of safety. Opinions with no hard evidence offered. #skynews #alloutbollocks #COVID19 #Covid19UK #UKlockdown #exitstrategy	opinion
"@ezralevant @kelly_t_mac [OPINION] ""It's like being in the heat wave, turning on the air conditioning to the max, but a fool decided to open the windows."" @RiMartineau #JDQ #COVID19 #coronavirus"	opinion
Vaccination decisions likely to create more division-  https://t.co/8PfgVnKTs5 #itsinthechampion #vaccination #covid19 #opinion  https://t.co/U7du0WvYyR	opinion
Should I Cancel My Trip Due to #Coronavirus? An Airline Workers Opinion  https://t.co/SAvLqHZOPo #Covid_19 #COVID19 #CoronaOutbreak	opinion
In my opinion, today there are ONLY TWO PLACES FOR YOU TO BE: at home or in the ER. Why? Most healthy people with #COVID19 will recover fully on their own. There is no specific treatment for this virus other than rest, hydration, Tylenol, etc.	opinion
As of today there are 23917 active #COVID19 cases in #Mumbai District #Maharastra: https://t.co/6CcqIYgbXL @MoHFW_INDIA @drharshvardhan @DrHVoffice @MantralayaRoom #COVID__19 #Covid_19 #COVIDー19 #CoronaUpdatesInIndia #Coronavirus #CoronaVirusUpdates #CoronavirusPandemic https://t.co/k6ICon5kZ6	real
The final MIQ case is in Wellington – a man in his 50s who arrived on August 18 from the United States and tested positive in routine testing around day 12 of his stay in MIQ.	real
"A picture claiming that ""Bill Gates' vaccines"" would have paralyzed 496k children in India."	fake
All countries on the continent now have lab testing capacity for #COVID19 compared with just 2 at the beginning of the pandemic.-@DrTedros #RCAFRO70 https://t.co/Y1bilM2S3t	real
Mind blown #politics #COVID19 #Opinion	opinion
Hydroxychloroquine cures! People shouldn't have to be in fear of their lives of this virus!	fake
Pakistan Prime Minister Imran Khan's wife has been tested positive for coronavirus	fake
“We are now looking at our surveillance data with a bit more depth. About 50% of all #COVID19 cases are reported in 10 high incidence local government areas. We will focus our resources in areas where they’re needed the most” #virtualconferenceafrica ~ @Chikwe_I https://t.co/W87gOZl9QH	real
The total number of deaths in Brazil decreased rather than increased when we compare 2019 to 2020.	fake
#IndiaFightsCorona It is to the credit of the graded &amp; collaborative efforts of the Centre and States/UTs that widespread testing has enabled more than 6lakh tests daily for 3 days in a row. From 1 lab in Jan 2020 India now has 1370 labs. https://t.co/IKQHXeD5rI	real
MT/RT @juancarlosmt  Without data we only can provide opinions   CancerCureNow   https://t.co/jrmyHNKYj2    https://t.co/dTUeGwAS1K  #COVID19	opinion
OPINION | Given the opportunities afforded by the context of the #COVID19 pandemic, now more than ever, we must create the momentum for a campaign against corruption.   Bosnia's “the raspberry respirator affair” is a good place to start.  By @JasminMuj    https://t.co/iE0YiQ0Tu2	opinion
Yes I said it, opinion is fine but every tom dick and harry is not a #Covid19 expert  https://t.co/w0Kz9hcxxu	opinion
@shriduttrao Currently there is no evidence that COVID-19 is spreading by handling or eating food. Kindly refer to the SOP on preventive measures in Restaurants to contain the spread of COVID-19. https://t.co/OxcyMGC7T2	real
Our daily 4 pm update is out! Across 50 states and DC we've tracked: 2450 positives 17071 negatives 1236 pending. Total tests: 20795 Before trying to interpret this data please read over our notes about how each state reports data differently: https://t.co/NFXhO4sAG7.	real
Data show that the brazilian state Minas Gerais has fewer COVID-19 deaths than Ceará even though it has not adopted isolation measures	fake
#IndiaFightsCorona India’s steady trend of Very High Recoveries continues. More than 93 thousand recoveries registered in the last 24 hours. With this the total number of recoveries are 4849584. https://t.co/oFogdQEsWV https://t.co/qGxUrUR0oB	real
Yesterday our laboratories processed 681 tests. The vast majority of these 673 were swabs taken from managed isolation facilities as these are processed promptly.	real
"Whenever I'm asked my opinion on why we are not taking this more seriously / shutting down, all I can think/hear is Liza Minnelli's ""Money Makes the World Go Round"" from Cabaret.  #COVID19 #coronavirus"	opinion
You DO NOT need a medical license or doctorate in medicine to have a medical opinion. Those requirements are to practice medicine on others.  #COVID19 #coronavirus #StayAtHome #Covid_19 #MondayMorning #mondaythoughts	opinion
5 pictures show people who were alledegedly infected with Staphylococcus bacteria because of masks during the pandemic	fake
Thing about Piers Morgan is that even though sometimes I dislike his opinions, but other times... Well he hits it right in the head 👌👏👏 #COVID19 #thanksboris	opinion
UK physicians demand easing of appraisals and revalidation put in place during COVID. https://t.co/msuNVJtnAL	real
As at 11:10pm 20th April breakdown of cases by states: Lagos-376 FCT-89 Kano-59 Osun-20 Oyo-16 Edo-15 Ogun-12 Kwara-9 Katsina-12 Bauchi-7 Kaduna-9 Akwa Ibom-9 Delta-4 Ekiti-4 Ondo-3 Enugu-2 Rivers-2 Niger-2 Benue-1 Anambra-1 Borno-3 Jigawa-2 Abia-2 Gombe-5 Sokoto-1	real
“Since the onset of #COVID19Nigeria we‘ve trained over 15000 health workers on infection prevention &amp; control (IPC). We’ve developed an online course on IPC to reduce risk of #COVID19 transmission in health care settings” #TakeResponsibility ~@Chikwe_I at @PTFCOVID19 https://t.co/OkLXQAL0sH	real
Share your voice by completing our #COVID19 public opinion survey.  Many thanks to our colleagues at Next-Wave Strategies for developing it. #BetterTogether    https://t.co/MstQg9bnah  https://t.co/voSgB3ydjL	opinion
OPINION | A #COVID19 smackdown: why rule breakers need to be punished  https://t.co/njwErgcWMD	opinion
AT NOON EST: Another #FreeForAllFriday! Join @libbyznaimer to voice your opinion about the news we covered this week incl. #LTC, #COVID19 #WECharity, #fiscalupdate and more! #cndpoli #onpoli #Canada #Toronto. JOIN @zoomerradio! CALL: 416-360-0740 OR 1-866-740-4740	opinion
???No other country??� is having a ???second wave??� of COVID-19 ???because they are not trying to unseat a President in November.??�	fake
@drmoore @DLPatterson: I appreciate the work you  do at the @ERLC. While there are various opinions about @johnmacarthur's handling of #COVID19, I haven't heard from the ERLC about the religious liberty issues Christians in the US are facing. Could you speak more on this? Thanks!	opinion
As at 11:00 am 3rd April there are 190 confirmed cases 20 discharged 2 deaths For a breakdown of cases by states- https://t.co/zQrpNeOfet Currently; Lagos- 98 FCT- 38 Osun- 20 Oyo- 8 Akwa Ibom- 5 Ogun- 4 Edo- 4 Kaduna- 4 Bauchi- 3 Enugu- 2 Ekiti- 2 Rivers-1 Benue- 1	real
The government has come under pressure over a lack of availability of #COVID19 tests. Read more here: https://t.co/lMM9qgEryL https://t.co/KjwsinY5s1	real
A new @CDCMMWR shows that an estimated 41% of U.S. adults reported avoiding medical care because of concerns about #COVID19 including 12% who avoided emergency care and 32% who avoided routine care. https://t.co/hzHCrPrfN6 https://t.co/HxPIxPk1FO	real
#Sunburn a.m. 🌅 emails 📧 are just the beginning 😮  Want more? Check out Sunburn online 🖥️ now!   Your morning tipsheet has even more — #FlaPol🌴 news 🗞️, opinion, #COVID19 🦠 updates … everything you need to stay 💯  No FOMO here 😬 Visit:    https://t.co/UUNF6q7tPF  https://t.co/myJB1GjrD5	opinion
OPINION @crampell Once to even slightly question or reflect upon that bedrock #USA civic religion, #exceptionalism, invited scorn at best, belligerent rejection the default from US citizens. Now? With @realDonaldTrump  @GOP @FoxNews cult #fail re #covid19?  https://t.co/tyui7mKgzL	opinion
Ontario government announces plan to blame the feds if school reopening plan goes wrong #onpoli #cdnpoli https://t.co/yDMusjPFYQ https://t.co/APn3IsWRFe	fake
A person with coronavirus is in Andorra on 2/10/20.	fake
GOI has strongly advised States/UTs to take immediate steps to facilitate testing at the earliest by enabling all qualified medical practitioners including private practitioners to prescribe #COVID__19 test to any individual fulfilling the criteria for testing as per guidelines	real
@DGNumber1Fan There's lots of opinion expressed re #COVID19 on #Twitter, #Facebook, #r4today, @talkRADIO  etc, Meanwhile, there's a small army of volunteers giving practical and emotional help to isolated, frightened, lonely, anxious people.   https://t.co/fVwAHofK7y	opinion
Q7: In your opinion, has the #COVID19 pandemic accelerated the future of work? Why or why not?   #tdcapabilitymodel #futureofwork #talentdevelopment  https://t.co/hjrduUhFte	opinion
Coronavirus Update: Hand sanitizer shortage has more people boiling their hands for five minutes #Coronavirus #COVID2019 https://t.co/zAr9ySQpg7 https://t.co/SZDLv1kOb6	fake
One country has defined the opinion and the perception of this pandemic. And it’s not driven by science or consensus but opinion and politics . The new fatality rate models are an example. We must remind ourselves they do not own the response to this. This is global #covid19	opinion
"Health Secretary Matt Hancock has admitted there are ""challenges"" with the #coronavirus testing system following a ""sharp rise"" in demand. More on this story here: https://t.co/qOGlv74NgA https://t.co/gQCHeFwM3U"	real
Really we need to move on from hydroxychloroquine says expert. https://t.co/yV9UXqmwva https://t.co/238ai4ltvG	real
OPINION: National Budget Month Bearing Fruit  #ChimpReportsNews #UgandaNews #Uganda #Featured #BusinessNews #Finance @mofpedU #StaySafeUG #Tonsemberera #COVID19 #PrayForBeirut #ThursdayMotivation #news  https://t.co/ETEqPCzGgm	opinion
#InOJsToday Opinion of the @EUauditors  ➡️ https://t.co/SnPA6j9zt4 #COVID19 #Growth #migration #green #Digital  https://t.co/BzbV0x0c1a	opinion
In itly they couldn't control the virus so the people of italy is saying goodbye to the worldoutside the Majid of Milan . This is really Heart Breaking Stand With Italy..	fake
"In the 30-second viral video a man lifts his shirt and challenges aa police officer who is pointing a gun at him. Another police officer kicks the man from behind pins him down on the road and makes an arrest. The text overlaid on the video reads ""Italy says lockdown they mean it."""	fake
???Pelosi was in (Wuhan) China 6 days after the impeachment HOAX failed.??�	fake
Claim: 20 countries with the most #COVID19 cases &amp; equalling India’s population have 84X India’s reported cases &amp; 200X deaths: Lav Agarwal of health ministry Fact: True but hides the fact that these countries have also conducted 28X the tests India has https://t.co/6q6yw42XBj	fake
Sadly there are four people in hospital with COVID-19 – three are stable and in isolation on a ward - one in Middlemore and two in North Shore hospital. The fourth person is in Waikato Hospital in ICU.	real
I have to agree with this opinion.  #FridayVibes #FridayFeeling #FridayThoughts #FridayMorning #FridayMotivation #FridayMood #FridayRead #TGIF #TGIFriday #partiality #Leadership #COVID19Pandemic #COVID19 #coronavirus #COVID2019 #Covid_19 #LiarInChief #LeadershipMatters	opinion
RT @DrKhabbazCDC: In a new study @CDCgov pathologists found that the virus that causes #COVID19 lodges itself deep in the lungs and also a…	real
Unpopular opinion: if you don’t believe in #COVID19 you don’t get support. Save the bed for someone who deserves professional medical treatment.  After all, an imaginary virus can’t hurt you, right? 🤷🏻‍♂️ Enough is enough.	opinion
Coronavirus: Medical and science experts outline four ways we can help beat COVID-19 https://t.co/CoZXODZZmF	real
Have deleted the video as someone updated that the case was investigated by local Police &amp; this guy is unwell for last few years. He was later taken to Indus Hospital &amp; his Corona test came negative. Though the way that person was left unattended at footpath was really painful.	fake
RT @DepSecHargan: During the #COVID19 outbreak it’s important for everyone to know the difference between N95 respirators and surgical mas…	real
Meanwhile we are continuing to work with our partners through the ACT Accelerator and the COVAX Facility to ensure that once a vaccine is available it is available equitably to all countries.-@DrTedros #COVID19	real
From random @Facebook posts to renowned #yoga gurus. They keep making this self test recommendation for #COVIDー19 . We #FactCheck https://t.co/d6z0okDOWf	fake
[OPINION] Why is it about time to reopen the doors of our churches in ‘#Covid19 free’ areas  https://t.co/tlABmm5xfY #cbcpnews #coronavirus #pandemic	opinion
English MA TESOL alum Maria Jose Bastias is featured in a @nytimes opinion piece for her work to help make a difference in the lives of underrepresented frontline workers during #COVID19. Our grads are AMAZING!😍 #SFSU #tesol #sfsuenglish   https://t.co/eGgxNJyJF7	opinion
SERIOUS EXCELLENT ADVICE by Japanese doctors treating COVID-19 cases. Everyone should ensure your mouth & throat is moist, never DRY. Take a few sips of water every 15 mins at least.	fake
"A video of a television presenter where she says ""thank God things get complicated"" referring to the coronavirus in Germany."	fake
Protect yourself and others from #COVID19 when out shopping. This video shows you how: https://t.co/qOJIH4fvzD. https://t.co/0dAJqm41HI	real
UNPOPULAR OPINION? VE Day celebrations were a test-We failed and should remain in lockdown-there will be a peak in a week or two....#covid19 #uklockdown #coronavirus #lockdown #wefailed #uk #disappointed #bewareofapeak	opinion
Yes the State Governments may issue stricter guidelines to contain #novel #coronavirus transmission but are not permitted to dilute @HMOIndia #unlock4 guidelines issued under the Disaster Management Act 2005. #unlock4guidelines #COVID19 #COVID__19 #COVID #COVID_19 #COVIDー19 https://t.co/gxGudcS9mt	real
OPINION ⁦@benwallacewells⁩ As cultural analysts examine  spectrum of global responses to #covid19 #pandemic, surely #Australia #NewZealand “elimination” experiences stand out alongside a few others? Infection rates, death tolls matter? #publichealth   https://t.co/0WNLCZccOM	opinion
Observing physical distance reduces the risk of contact with droplets when an infected person sneezes/coughs. #TakeResponsibility to reduce the risk of #COVID19 spread by: ✅Wearing a face mask ✅Observing physical distance ✅Washing your hands frequently https://t.co/dpkrtBT44B	real
"200 new cases of COVID-19 registered in Lithuania. People are ""cleansed with bleach"" at the Vilnius international airport and taken to a small tent-town nearby."	fake
Says imposters in hazmat suits are going door to door in Stockton California saying they are checking residents for fever or COVID-19 but they “will enter your home and physically attempt robbery.”	fake
A photo shows what COVID-19 does in the throat.	fake
Mongolia, close to China, yet far from COVID-19	fake
Bit of a surprising day. Fewer tests and positives than expected for a Tuesday. Only ~18k cases reported today which substantially brought down the 7-day average. Cases getting to very low levels in New England and mid-Atlantic states. https://t.co/V4Sa2Umgm7	real
It's time to fix our eyes on the post-coronavirus economic revival  | Opinion  https://t.co/b315Dg590N  #CoronaVirus #CoronaVirusOutbreak #COVID2019 #covid19 #medtwitter #virus #CoronaVirusChallenge #Corona #pandemic #batflu #Wuhan #Quarantine #socialdistancing  https://t.co/kE9UpOJsSf	opinion
More than one #COVID19 vaccine will likely be needed. https://t.co/U1SnSi6gYi	real
#KnowTheFacts Most people with #COVID19 experience mild illness and recover. Protect yourself by handwashing avoiding contact with sick people and other practices in our public health advisory: https://t.co/2WmMPGyPkV https://t.co/frDUXKJdXE	real
Really mixed opinion on #COVID19 from me at the moment......🧐🧐  One day I think in a certain way...🤔 The next day not so much..... 🤷🏼‍♂️  It's cramping my style now a bit.	opinion
It's tough to be  #marketers in #COVID19 times. With live #events off the table, we are all hunting for prospects online.  So #MarketingTwitter what's your edge?   Intent data? #podcast?    @NickB2005 I know you'll have an #Opinion	opinion
Opinion: 5 tips for brands #advertising in the #COVID19 era  https://t.co/6wEIjbOngh  https://t.co/bYHUbPv2qL	opinion
A website claiming that China has confirmed that patient zero had sex with a bat.	fake
Coronavirus: BoE warns recent case increases could hold back economy https://t.co/pMRkLhCYHy	real
@realtalktruthD We think we're capturing north of 90% of tests based on what the Coronavirus Task Force has said. But no the stats are definitely imperfect. The real situation is worse. -@alexismadrigal	real
Seeing a lot of opinions about whether children should go back to school due to this 'new varient' of Covid.... heres mine. #COVID19  https://t.co/TyucDuOwW7	opinion
Since some asked about this, am letting know that I am recommending Checkovir after testing on myself for a month. I find it a life saver in allergic rainy season this year. Was part of testing group. I find logical that it will reduce probability of corona due to antiviral layer https://t.co/2kRdHFwlOL	fake
@SiebeforORD1 @OregonGovBrown You opinion is that you want to to release the prisoners because they are in danger of #covid19. I just sent you the data that shows that unless they are over 65 or have conditions they will be fine. These people obviously have a reason to be locked up?  So we should let old free	opinion
@politicalseason Here's the WaPo's opinion of #Covid19, 7 weeks ago.  Exactly 1 month after Trump declared #Covid19 a national emergency.  https://t.co/vQm8qbuts2	opinion
We are now seeing a second wave coming in. Prime Minister Boris Johnson says confirms the UK is seeing a second #coronavirus wave adding that it was always 'inevitable.' More here: https://t.co/Iccxh5VcEE https://t.co/61K3g6TrX2	real
#IndiaFightsCorona Yet another peak scaled! India registers HIGHEST single day Recoveries of more than 81000 in the last 24 hours. Recovered Patients exceed Active Cases by more than 26.6 lakh. https://t.co/fUQt2UqZWy	real
