tweet	label
Acc to @MoHFW_INDIA report on 12.8.2020 (8AM) top 5 States with highest no. of recovered #COVID19 cases are: ▪️ #Maharashtra: 368435 ▪️ #TamilNadu: 250680 ▪️ #AndhraPradesh: 154749 ▪️ #Karnataka: 105599 ▪️ #UttarPradesh: 80589 #COVID__19 #COVIDー19 #CoronavirusPandemic https://t.co/YYe7N72ZLL	real
An opinion piece cosigned with international colleagues on the interest of naturally emerging attenuated SARS‐CoV‐2 variants - #COVID19 @UCLouvain_be @deDuveInstitute  The Importance Of Naturally Attenuated Sars‐Cov‐2 In The Fight Against Covid‐19  https://t.co/2UlUkFaeVK	opinion
"A woman calling herself advocate was found in Reliance Mart, Rani Bagh, Delhi flouting social distancing rules, without mask, touching multiple products/ packets and removed her shirt when security took her out.
#IndiaFightsCorona"	fake
RT @AlexMahadevan: Had a great time moderating this @mediawise and @PolitiFact COVID-19 misinformation Q and A with @AngieHolan and @drsanj…	fake
"The reported death toll today is 2100 people. That's in line with last week's numbers. (Again these numbers do not include 5000 ""probable"" deaths in New York City because New York State doesn't record them yet.) https://t.co/CbZwBOEKeH https://t.co/sUbx3XE71D"	real
Bill Gates and the Vatican have a plan to depopulate the world with a coronavirus vaccine.	fake
Video of American President Donald Trump announcing that Roche Medical Company will launch the vaccine for COVID-19.	fake
A video has been viewed thousands of times in multiple posts on Facebook and YouTube alongside a claim that it shows Chinese citizens converting to Islam as a result of the novel coronavirus pandemic.	fake
📰A very helpful opinion article from @ClimateKIC on how to help business founders handle the current #COVID19 situation (how it affects economy, you, how you can adapt and reconsider how to finance your business): ▶️ https://t.co/rG8aF1qZNH  https://t.co/dYbb8rEZlD	opinion
Wearing a cloth face covering CORRECTLY can help prevent the spread of #COVID19 to others. When you go out on essential trips follow these “do’s”. If you have a child remember those under age 2 should not wear a face covering. See https://t.co/lxWMe4NUBD. https://t.co/5F37rjgvK3	real
WHAT'S YOUR OPINION?   During today's #NationalPrayers, @KagutaMuseveni said that Uganda has been spending $7b on imports from China &amp; that the #CoronaVirus pandemic should be a wake up call to invest in local businesses. #nkumbatimes #COVID19UG #COVID19 #StaySafe *Courtesy Photo  https://t.co/7zjcK75lKy	opinion
Drink water every 15 minutes to avoid coronavirus.	fake
The combined total of confirmed and probable COVID-19 cases is 1497.⁣ ⁣ We now have 1386 people reported as having recovered from COVID-19. ⁣ Today there are two people in hospital with COVID-19 – one each in Middlemore and North Shore hospitals. Neither is in ICU.⁣	real
???Not one politician has died from the virus.??�	fake
Photo shows packed beach of re-opened Jacksonville Beach on CNN.	fake
"@BJP4India @dr_maheshsharma @narendramodi Any plan to reopen society MUST be driven by data, science &amp; experts, not opinion &amp; politics.  We will learn from warning signs of other countries.  ""Prevention"" Test to quickly identify carriers, hot spots, seal/isolate &amp; help recovery. Improve Govt hospitals for severe #Covid19"	opinion
This morning I flushed something worth more than Peter Navarro's opinion of doctors' opinions. #COVID19 #hydroxychloroquine	opinion
@tamazonx It's probably the reason Trump's favorite covid drug is chloroquine.	fake
2 clashing narratives have come to define the @realDonaldTrump handling of the #covid19 My opinion: Trump is courageously leading the country w/ a disruptive approach despite fake press,  #FakeNewsMedia perspective, he is royally botching the emergency because of him being Trump!	opinion
On #WorldHealthDay those on the front line are risking their lives for people whom they've never met before. Their courage cannot be underestimated. But they shouldn't have to work this hard. To protect the lives of healthcare workers every state needs stay-at-home orders NOW.	real
Food Safety Experts Share Their Opinion on Managing Food Safety 'In the Time of COVID-19' #foodsafety #covid19  https://t.co/vqaGQChjHU	opinion
NEW PUBLICATION @ScienceMagazine evolution &amp; epidemic spread of SARS-CoV-2 in Brazil ➡️76% of virus strains from Europe ➡️Interventions reduced R number to 1–1.6 ➡️R insufficient to control transmission 🔰https://t.co/zpH7hdRBoq @UniofOxford @usponline @imperialcollege https://t.co/RWFUcYMIBx	real
#IndiaFightsCorona: With 925383 tests conducted in the last 24 hours the Tests Per Million have seen a sharp rise to 26685. Details : https://t.co/HY1mUPLkPC @MoHFW_INDIA @drharshvardhan @ICMRDELHI @PIB_India @DDNewslive @airnewsalerts #StaySafe #IndiaWillWin	real
Our update is published. Testing plateaued this week for the first time since mid-May. Cases rose to record levels anyway. Hospitalizations increased; Florida's new reporting made the numbers jump. Deaths moved up this week—the first time we’ve seen a weekly rise since April. https://t.co/uwA2PClNGr	real
Everyone reacts differently to stressful situations like #COVID19. You may feel anxiousness anger sadness or overwhelmed. If you or a loved one is feeling overwhelmed get support 24/7 by calling 1-800-985-5990 or text TalkWithUs to 66746. Learn more: https://t.co/Ip0GAhiP7q. https://t.co/EuLi60PS73	real
Jack-In-The-Box Suggests That Eating Their Ultimate Cheesburger Could Help Fight Off Coronavirus Germs https://t.co/FHBxVUrfi3 #hamburger	fake
Opinion: It’s ethical to test promising #coronavirus #vaccines against less-promising ones #pandemic #vaccination #clinialtrial #covid19 #covid19  https://t.co/ZHw4zAzsXx  https://t.co/c7EnxU1TjN	opinion
 https://t.co/yBxfsOsgiD  #LaOpinion #LosAngeles #Opinion #News #Newspaper #UE #International #USA #Trump #Potus #Coronavirus #Covid19 #BlackLivesMatter #Spanish #Racism #Sports #Police #LGBTQ #Epstein #GhislaineMaxwell  https://t.co/HFxo5Cmqov	opinion
The 7-day rolling average of deaths for Texas and Florida has now surpassed some early hotspots like Michigan and Massachusetts. The trajectory looks more like harder hit states like New Jersey. https://t.co/D49edXZKXT	real
[OPINION] Online teaching: A prospective educational model?  https://t.co/7dq9fYmSKx #COVID19  https://t.co/TfZpZE8o9F	opinion
The message clearly states that since the coronavirus dies in extreme heat, therefore, it is advised one should increase the body temperature by consuming foods such as 2-3 raw garlic cloves – 2 times a day, turmeric milk – once a day, pomegranate and papaya fruits, green tea, carom seeds, ginger, black pepper, etc.	fake
RT @LeoNissolaMD: #COVID19 cases are growing exponentially in San Bernardino County California. Yet some are planning to reopen in June.…	real
If the facts changed, would you change your opinion?  What if #Covid19 was significantly worse than the flu?  What if #Covid19 was the same as the flu?  #Questions	opinion
If you only read three stories... 🔴 PM does not want lockdown but says second wave 'is coming' https://t.co/oizCFyNE14 🔴 UK R number between 1.1 and 1.4 https://t.co/jehgq9PMpk 🔴 Amal Clooney quits UK envoy role over plans to break international law https://t.co/mfFzZ8zala https://t.co/QFCkG59GwU	real
The recent rise in deaths is not equally distributed across the US. Where cases have risen most rapidly deaths have followed suit. Note: the West’s death number is impacted by Washington State removing 39 deaths from their counts that they determined were not from COVID-19. https://t.co/Feh8IVK6Oh	real
Today brings @AGJeffLandry /@JeffLandry (self-proclaimed champion of #protectinglouisiana) to 146471 #COVID19 cases and 3040 (or 1.01 9/11s or 760 Benghazis) #coviddeaths of fellow #Louisiana statesmen on his watch since his 15Jul #maskup opinion. #StopTheSpread #lalege #lagov	opinion
New opinion in @sltrib about how dishonesty from the Trump White House about #COVID19 has cost the lives and jobs of Americans - and how we could have seen this coming in their lies about the life-saving work of the Clinton Foundation in 2016.  https://t.co/TGRLgbJaVa	opinion
The outbreak of the COVID-19 pandemic has led to a sudden shift in the dynamics of #workforce behavior.   Do you think there is a shift in this stereotyped opinion?  #workingmom #workgoals #covid19 #workfromhome #remoteworking #flexibleworking #workingwomen #womenprofessionals  https://t.co/VvKdO6FW3y	opinion
Only Donald Trump could make the coronavirus about him. This president is dangerous. https://t.co/lYGNrAylDW	fake
In his first rally since the start of the #COVID19 pandemic and nationwide Black Lives Matter protests President @realDonaldTrump attacked his opponent Joe Biden excoriated protestors and stoked racial tensions. Our fact-check: https://t.co/ggxvrnRTM3 #TulsaTrumpRally https://t.co/HTioaF5Ihx	fake
@MikeDLondon Lots of opinions and criticisms about what should have happened re #COVID19 pandemic. I wonder how many of will supplement their pontification with voluntary help to defeat  the pandemic   https://t.co/ZLIn9BmcwA	opinion
Medicaid deadline extended to August for pediatricians and others who serve younger patient populations to help alleviate COVID-related economic hardship. https://t.co/dvNRPJcP4O https://t.co/c94HkdX57Y	real
And an important reminder: the story is very different in different regions of the country. Outside NY-NJ-CT cases are not really declining. https://t.co/LCsljoCpXK	real
Getz Pharma imported 1,000 covid test kits. Closed their factory for 5 days and randomly tested 1,000 out of which 7% were positive. These patients were asymptomatic. #Covid_19 #COVID19Pakistan	fake
AT NOON EST: Another #freeforallFriday! Join @libbyznaimer to voice your opinion on the news we covered this week including all things #COVID19, #Economy #LongTermCare #Healthcare, and more! Join @zoomerradio! CALL: 416-360-0740 OR 1-866-740-4740 #WeAreInThisTogether	opinion
Democrat Governors won’t allow people to congregate inside churches, but they’ll allow you to congregate outside and vandalize the churches. This isn’t my opinion, this is what is happening. Defend this liberals... #covid19 #lockdown #LockdownExtended #riots2020 #protests2020	opinion
With 56000+ new coronavirus cases reported India’s confirmed case count touches 19.6 lakh today. Pharmaceutical company Zydus Cadila starts Phase II of clinical trials today. Bihar records 3000 new cases for the first time in a single day. #COVID__19 #CoronavirusFacts https://t.co/Y1rgr6CxK6	fake
There's lots of tweeps in my feed who have no expertise/experience in epidemiology/public policy who have strong opinions on dealing with the current #COVID19 crisis.  Perhaps the strident airing of views w/o full access to facts isn't helping those tasked to make hard decisions.  https://t.co/CwbNdMLeTU	opinion
#COVID19 #CORONAVIRUS OUTBREAK Last updated: March 05, 2020, 04:44 GMT Cases - Deaths - Countries - Death Rate - Incubation - Age - Symptoms - Opinions - News  Coronavirus Cases: 95,483  view by country Deaths: 3,286 Recovered: 53,688 #WORLDOMETER UPDATES  https://t.co/WvHnr17rfi	opinion
Opinion: The summer of staying put  https://t.co/u1jNWiR1Xd #COVID19 #health  https://t.co/eu7lBOtw4S	opinion
Cases are moving up not only because of the known hotspot states but because the surge is broadening. Nine states reported over 2000 new cases today. https://t.co/Sd3yZBqiZH	real
#empireindecline #CoronaVirus #Covid19 - Opinion -  “The American Disease”: Only the Overthrow of the Oligarchy Will Cure It  https://t.co/wKoOdOdOri	opinion
And a systematic review has shown that people with diabetes are between 2-4 times more likely to have severe symptoms or die from #COVID19-@DrTedros https://t.co/tb1G42wGhW	real
"According to the ""Plandemic"" documentary the new coronavirus ""was clearly manipulated""."	fake
In Kerala India Consumerfed starts 24 hours free home delivery for liquor.	fake
28% of Gen Z says it's not worried about dining in a restaurant right now. Boomers have a different opinion. #restaurants #coronavirus #covid19  https://t.co/w32LHRtKZ6  https://t.co/zi72YstrW9	opinion
Ad Watch: Joe Biden’s Spanish-language ad says Donald Trump lacks coronavirus plan. Here’s a recap of the main claims in Biden’s ad translated fact-checked and with context https://t.co/i5nUubIS3Y https://t.co/CZXsivPOr7	fake
#HCPs: COCA Call on Tuesday July 28 at 2pm ET will be available on Zoom. Topic: Coronavirus Disease 2019 (COVID-19) and Diabetes: The Importance of Prevention Management and Support. Learn more: https://t.co/nrIieMNJUW. #COVID19 https://t.co/l6QcAoNO9T	real
RT @MoHFW_INDIA: #IndiaFightsCorona @WHO has advised 140 tests per day per million population. With focussed Centre led efforts and effec…	real
1 previously reported case is now considered recovered the total number of active cases in New Zealand 129 - of which 19 are imported cases in quarantine. This brings our total number confirmed cases of 1339. We will report this to the World Health Organization.	real
I find it puzzling the amount of suspicious utra consrvative accounts @Twitter trying to influence public opinion regarding #coroanvirus and #China. Something is not right, they are trying too hard, don't you think? Can't help but think about who benefits with #COVID19 ...	opinion
#IndiaFightsCorona: Centre exhorts the North Eastern States to actively break the chain of transmission. These 8 North Eastern States together account for less than 5% of the total active cases in the country. Details: https://t.co/uBBCNbs26n @ICMRDELHI https://t.co/vdUXOPrOaH	real
Review the 7 #coronavirus vaccines currently in phase 3 trials. https://t.co/nk14mJGg6o via @methodsmanmd https://t.co/zluWj8I98Z	real
A history of AMD or thrombocytopenia thrombosis or hemorrhage associated with greater risk for #COVID-19 morbidity and mortality new evidence suggests. https://t.co/1ugURpCvBC	real
Learn from Italy. No more spaces are available in hospitals. Please do not step out of your homes for next 21 days. #CoronavirusLockdown	fake
Imagine how you’d feel and how worried you’d be knowing that someone you love dearly is behind bars during this #Covid19 pandemic? Check out this opinion piece in USA Today that specially mentions the work of Michigan Liberation. #letmipeoplego  #MIgrief    https://t.co/SzWwdD9b3Y	opinion
This article on the @Reuters web site is interesting but what would put it in perspective is a 3rd opinion from the frontline doctors that are treating #COVID19. Also, it can be from the doctors in Italy so more people might believe it.   https://t.co/QKFW0BzaKa	opinion
As at 11:30 pm 23rd April cases by state: Lagos-582 FCT-133 Kano-73 Ogun-29 Katsina-21 Osun-20 Oyo-17 Edo-17 Borno-12 Kwara-11 Akwa Ibom-11 Kaduna-9 Gombe-9 Bauchi-8 Delta-6 Ekiti-4 Ondo-3 Rivers-3 Jigawa-2 Enugu-2 Niger-2 Abia-2 Benue-1 Anambra-1 Sokoto-1 Adamawa-1 Plateau-1	real
First documented US case of Guillain-Barre syndrome associated with coronavirus. https://t.co/04FikzJons https://t.co/hhdfsWDbsB	real
Facebook and Twitter took action against Trump for statement that children are “almost immune” from COVID-19. The platforms said he violated policies on misinformation. https://t.co/ktYaZaBu4M	fake
Post your comments and opinions 👇 . #covid19 #besafe #stayathome #princessvisioneyeclinicltd #staroptometrist #wcw😍 #wednesday #business #entrepreneur #eyecare #money	opinion
In my opinion only people who have weak immune systems or have weak minds get #COVID19.	opinion
As at 09:10 pm 12th April there are 323 confirmed cases 85 discharged 10 deaths Lagos- 176 FCT- 56 Osun- 20 Edo- 12 Oyo- 11 Ogun- 7 Bauchi- 6 Kaduna- 6 Akwa Ibom- 5 Katsina-5 Kwara- 4 Delta- 3 Enugu- 2 Ekiti- 2 Rivers-2 Ondo- 2 Benue- 1 Niger- 1 Anambra- 1 Kano-1	real
Corona Exclusive: We Interview Woman Who Eats The Odd Chinese Now &amp; Then https://t.co/awpjlVB9oJ #shocking	fake
Yesterday 230 thousand cases of #COVID19 were reported to WHO. Almost 80% of those cases were reported from just 10 countries and 50% come from just two countries-@DrTedros	real
@MSNBC FRI MAR 13 #COVID19 MD THREAD 5: We can only hope. OPINION piece in Atlantic by Republican @Peter_Wehner  It has taken a good deal longer than it should have, but Americans have now seen the con man behind the curtain.   https://t.co/lbXMT2xlWb @TheRickWilson  https://t.co/PxFLqpZ5Fc	opinion
We’re proud to announce the inclusion of 2 new labs to the molecular laboratory network for #COVID19 at 🧪Usman Danfodio University Teaching Hospital Sokoto 🧪Ahmadu Bello University Zaria Kaduna This brings the number of labs with capacity to test for #COVID19 to 15 https://t.co/HEzLh7U739	real
As of September 7 national forecasts suggest from 3300 to 8000 new #COVID19 deaths will be reported during the week ending October 3. These forecasts predict 205000 to 217000 total COVID-19 deaths in the US by October 3. Learn more: https://t.co/Ft6cgmaMPX. https://t.co/teaVGZKzic	real
Out total number of confirmed cases to date is 1378.​ ​ Yesterday our labs processed 10487 tests. Our total number of tests completed is 750808.	real
"This is the moment Asia correspondent @chesh was tested for #coronavirus in China - and he received the results in 30 minutes. The Chinese company behind the test says this shows that Boris Johnson's moonshot testing programme ""can be done"". More here: https://t.co/UeV4MSrttw https://t.co/TTTqquPUsJ"	real
"@ArvinderSoin When we need lockdown we use to ""Thali bajaav"" When Doctors need PPE kits govt say ""drink cow urine"" When we need sanitizers govt says ""use cowdung cakes"" When we need financial support Govt says ""we r top at GDP"" When we say India is getting worest govt says ""kill Muslims"" &amp;.."	fake
Homeopathic doctor in Colombia gives out a prescription that according to him cures the coronavirus.	fake
"With cases now doubling every seven to eight days the government is looking at introducing nationwide restrictions for a short period to try to ""short-circuit"" the virus and slow the spread of the disease Read the latest here 👇 https://t.co/sxNGPi2Aae"	real
@HoarseWisperer @becmur It seems the food was the last straw for her. She’s probably only heard horrible things hurled at her bc of her job. On top of the suffering she’s probably seen with #COVID19 I’m cutting her some slack. Just my opinion.	opinion
Aggressive measures towards early identification prompt and effective treatment &amp; enhanced clinical skills of ICU doctors have actively led to progressive enhancement of India's Total Recoveries.	real
@SenBlumenthal New #COVID__19 infections: 177,224 on 11132020! 11 million Americans infected with #COVID19 &amp; 245,000 Americans dead from #COVID__19.  In my opinion, #Trump helped and let this nightmare happen, making him the biggest mass murderer in US history!!!   https://t.co/TjMoipW3EA	opinion
Deaths blamed on coronavirus are actually due to the flu.	fake
OPINION: @NCC_CNC senior conservation biologist Dan Kraus on why 2020 may just have been Canada’s most important year for nature conservation. Thank you to  @howard_thespec  https://t.co/BaTRGPYrsH #nature #pandemic #COVID19 #cdnpoli #2020 @NCC_scientist	opinion
South Sudan's president and senior ministers have appeared in public in recent weeks wearing so-called “virus removal cards” clip-on tags marketed as prevention against infectious diseases. AFP Fact Check found the items for sale online in various countries including Lebanon Malaysia and the Philippines.	fake
Trump And Coronavirus May End November 3rd https://t.co/Nn7tfMvxr3 #dranthonyfauci #smallpox	fake
Opinion | Even ‘critical lovers’ will agree that, in recent days, #Singapore has handled the #COVID19 (SARS-CoV-2) outbreak in an exemplary manner, bending it like Beckham, so to say.  #CoronaOutbreak    https://t.co/8ikolV9TZa	opinion
For months, the Trump Administration was repeatedly warned about the threat COVID-19 posed to our nation. They ignored the experts, failed to take action, and now Americans are paying the price. https://t.co/YiSTQPnLNy	fake
"You have failed us in the middle of the worst epidemic for 100 years. Former Chief Scientific Adviser Sir David King says unless the government establishes a functioning track and trace system ""we have to go into a second total lockdown."" Latest: https://t.co/vTjGcSorNu https://t.co/dV3ku4Eje4"	real
Update: Washington’s dashboard is back up. Cumulative completed tests now stand at ~75k. Surprising: only ~10k tests over the last 3 days of reported data. https://t.co/lr1VJ3N67U	real
There are 69 people linked to the community cluster who remain in the Auckland quarantine facility which includes 52 people who have tested positive for COVID-19 and their household contacts.	real
Our daily update is published. We see slightly lower numbers than earlier in the week probably due to the holiday weekend. 6 states (CT KS KY LA MN RI) did not report at all and some others had lower numbers than usual. Still: states reported 52k new cases. https://t.co/x830ffyPzh	real
Make positive connections, use your strengths, reach out to be kind. These are just a few ways guest opinion blogger Nancy Willard suggests educators find resilience during the #COVID19 pandemic. #ewopinion @PeterMDeWitt  https://t.co/6jyQBaDIf9	opinion
Join @IMechE for a webinar on 'The #Engineering Response to #COVID19', taking place at 12pm BST on 24 April 2020. Have your questions answered, share your opinions and learn more about how you can get involved in the engineering effort to save lives.  https://t.co/JP3T7cYRsl	opinion
I still have contacts in China...   You don't think I only base my opinions off one person do you?  #COVID19  https://t.co/n67jzaPaVf	opinion
As per @MoHFW_INDIA after completion of #HomeIsolation period it is advised to contact the Field Team/Surveillance officer for issuance of a fitness certificate. There is no need for testing after the home #isolation period is over: https://t.co/0di7ob7AJp https://t.co/Cxhwetz4rd	real
The key to defeating COVID-19 already exists. We need to start using it | Opinion  https://t.co/1mBD8tafd6 #hydroxychloroquine #azithromycin  #doxycycline #Zinc #COVID19 #coronavirus	opinion
RT @drharshvardhan: #COVID UPDATE The gap between recovered patients &amp; active #COVID19 cases has increased and reached 1466918 today. A…	real
#IndiaFightsCorona: Plasma therapy has been used for more than 100 years now in some form or the other for various virus infections. It is being used in #COVID19. Whether it helps or not is being studied &amp; for studying there has to have randomized control trial: DG @ICMRDELHI https://t.co/GoPp7Fnujz	real
Media outlets reported that the same boy died 3 times from the coronavirus, in 3 countries.	fake
hey @garyvee what´s your opinion about the new first responders: The #daycare givers and teachers? They still hustling in front line of battle against #COVID19	opinion
unpopular opinion:  it’s not safe to go about your normal, pre-COVID life until there has been 2 weeks with no new cases.                               #COVID19 #StayHome	opinion
325 new cases of #COVID19Nigeria; Lagos-87 FCT-49 Gombe-28 Ebonyi-20 Plateau-19 Kwara-18 Enugu-17 Imo-12 Rivers-12 Kaduna-11 Ogun-10 Edo-9 Oyo-9 Ondo-8 Osun-8 Ekiti-4 Borno-1 Kano-1 Bauchi-1 Nasarawa-1 48770 confirmed 36290 discharged 974 deaths https://t.co/0SI1CE4DAR	real
As a region the South's 7-day average positive rate has crossed 10%. https://t.co/c9mDLxFhxT	real
@BlackDigitalHum leads @Black_COVID “a rapid response task force &amp; a critical Black Digital Humanities Collective that connects Black Diasporic communities impacted by the pandemic to their data.” They have a bunch of worthwhile projects in the works. https://t.co/ncTzcIGwyT	real
Dr. Harvey Risch, an epidemiology professor at Yale School of Public Health fully agrees with the opinion &amp; experience of America's FrontLine Doctors about the efficacy of HCQ in treating #COVID19 patients:  https://t.co/HReBn5dtVG  He also thinks that HCQ can save 100,000 lives!	opinion
Mosquitoes can transfer COVID-19 ???from person to person??�	fake
Peak 2020? ⁦When @Pontifex⁩ has much greater understanding of #science &amp; when the public good is more important than religious (ie individual) freedom than the highest court #SCOTUS  Opinion Pope Francis: #Covid19 Crisis Reveals What Is in Our Hearts  https://t.co/oFWkBK6H2o	opinion
RT @imperialcollege: @FraserNelson Thanks for confirming: Neil Ferguson’s Imperial model did *not* point to 85000 Covid deaths for Sweden;…	real
Graphics with information about COVID-19 containing UNICEF branding and inaccurate information.	fake
The UK recorded 20 deaths of people with confirmed cases of #COVID19 today according to government figures https://t.co/m6BtoiS9Je	real
Our very own Contentious Probate Partner Nazia Nawaz has featured on @LawyerMonthly giving her opinion on whether the pandemic has halted diversity’s progress in law. Link to the full article and Nazia’s comments here:   https://t.co/Rge32sx1L3 #covid19 #diversity	opinion
Less than half the states are reporting hospitalization numbers in any way. Washington is among the states missing and presumably has the second largest number of hospitalized people (because of severity and duration of its outbreak).	real
Man Doesn't Know Why He Bothers https://t.co/8tfG4Bu9ka #coronavirus	fake
Bot Review: UN75  @UN has launched the UN75 RCS chatbot to gather people's opinions on how to improve the future of the world.  Read on to know how the bot works and why your opinion matters:  https://t.co/m5SV2lf7LS  #COVID19 #Pandemic #UnitedNations #RCS #BotReview #UN  https://t.co/rkyDHjaEyc	opinion
OPINION: Be skeptical of any claim the US economy will recover quickly #COVID19 #covid19UK #CoronavirusPandemic #CoronaUpdates #CoronavirusOutbreak #corona #Coronavirustruth #StayHomeSaveLives #CoronavirusUSA #CORONAVIRUSUK #CoronaCrisis   https://t.co/y3QndC4nFC	opinion
My personal opinion is that schools will remain closed in the fall, and if they reopen will quickly close down. Prepare for remote learning #COVID19	opinion
Starting in March if you travel outside of the United States you won't be allowed back in the country “due to high risk of the coronavirus.”	fake
